text	label
A beautiful day with the prettiest flower in the field. @ Commonwealth Park https://t.co/JS0RQAbQaq	14
"I really hope you'll come around (to Reeves Plains, Australia)
It's sunny and 75
feels so good to be aliveIt's sunny and 75 (in Springhurst, Australia)
feels so good to be aliveIt's sunny and 75
It feels so good to be alive
Come on baby don't stay inside
Everybody's coming out tonight (in North Booval, Australia)It's sunny and 75
feels so good to be alive
(in Winwill, Australia)I really hope you'll come around (to Watalgan, Australia)
It's sunny and 75
feels so good to be aliveIt's sunny and 75
It feels so good to be alive
Come on baby don't stay inside
Everybody's coming out tonight (in Paxton, Australia)It's sunny and 75 (in Tungamull, Australia)
feels so good to be aliveIt's sunny and 75
feels so good to be alive
(in Merbein South, Australia)It's sunny and 75
It feels so good to be alive
Come on baby don't stay inside
Everybody's coming out tonight (in Ingle Farm, Australia)It's sunny and 75 (in Upper Rollands Plains, Australia)
feels so good to be alive"	6
Just posted a photo @ Gold Coast, Queensland https://t.co/FcnzfI0X9fJust posted a photo @ Gold Coast, Queensland https://t.co/AHfT5N8PJU	5
"Just posted a photo @ Australia https://t.co/a1uxifXn1lDrink 👏🏼 your 👏🏼 GREENS 🥬 ⁣
⁣
&amp; repeat daily! ⁣
⁣
Happy Friday fam!! ⁣
⁣
Use code JULZ for 10% off your order 💖… https://t.co/3zGYjVuJ7i"	12
Just posted a photo @ Magnetic Island https://t.co/X2lA88VB5D	5
Looking forward to judging again at @scalasongwriters FOOM competition this evening! #originalmusic #adelaide @ Whe… https://t.co/bcqzl4kRDg	7
Just posted a photo @ Melbourne, Victoria, Australia https://t.co/FxKkFfxlHSJust posted a photo @ Melbourne, Victoria, Australia https://t.co/XGINMgxv85Just posted a photo @ Melbourne, Victoria, Australia https://t.co/Pb6WBkMtWoJust posted a photo @ Melbourne, Victoria, Australia https://t.co/EAXCbmatFiJust posted a photo @ Mercy Hospital for Women https://t.co/o9gkHZMWs9Just posted a photo @ Melbourne, Victoria, Australia https://t.co/6T3KgW7kUqJust posted a photo @ Melbourne, Victoria, Australia https://t.co/YZjLBqeet5	3
Just posted a photo @ Attica https://t.co/mK80YpI1e0Just posted a photo @ 94.1FM 3WBC https://t.co/eOJpU7CDQX	3
Just posted a photo @ Queanbeyan, New South Wales https://t.co/uIwKyMavUD	0
"Happy Monday everyone!!! Now…. Be the unicorn!! @bebangles back in stock and online now x

#bebangles… https://t.co/Ckkg5kI8mIJust posted a photo @ The Magic Pudding Tamworth https://t.co/m2hb2VtjUbJust posted a photo @ The Magic Pudding Tamworth https://t.co/sVuZ657A0fJust posted a photo @ The Magic Pudding Tamworth https://t.co/abjFHpku0FJust posted a photo @ The Magic Pudding Tamworth https://t.co/T06Zjf8miuJust posted a photo @ The Magic Pudding Tamworth https://t.co/NxNnmgx7FpJust posted a photo @ The Magic Pudding Tamworth https://t.co/B2O6NSPscjJust posted a photo @ The Magic Pudding Tamworth https://t.co/s7hXaRWw0T"	0
Fathers Day tiktok #familytime #lockdownlife @ Sydney, Australia https://t.co/fAWQdcLAiXR u OK? Yellow is the color of that day. @ Sydney, Australia https://t.co/Cs6NIjsnLTJust posted a photo @ Sydney, Australia https://t.co/qbWDeKDollTaco Tuesday!!! #termbreak #familytime #lockdownlife @ Sydney, Australia https://t.co/sWQVGaZDH9	1
#kengokuma @ The Exchange https://t.co/zVELHi3QVa	1
Some images from our staff cooking class &amp; at home cocktail training last night. All out of work, so a little fun i… https://t.co/LBrDQRZcNO	3
"Craving for Momiji 🍱 
.
.
.
@sydneymomiji #sydneymomiji #craving #food #bento #sydney #sydneylockdown #walk… https://t.co/O9cE7ld07W"	1
When you join Vistaprint, you'll join a team that's not afraid of rising to a challenge. Click here to apply today.… https://t.co/jge7WKzLzjWhen you join Vistaprint, you'll join a team that's not afraid of rising to a challenge. Click here to apply today.… https://t.co/yduhuGurWP	3
"“Keep calm and carry on.” 😎

#throwback #melbourne #beforelockdown #blue #mounthotham #australia @ Mt Hotham https://t.co/T46bDFjyvQ"	2
"Variety Bash Team - the Croc Car are down at Mindil fundraising for the kids, go and have a pat! 
@thecroccar… https://t.co/Did0F8oEHRVariety Bashers Acalia and Mark helping out at the Beer Can Regatta @ Darwin Lions Beer Can Regatta https://t.co/jiFTOrWeXs"	-1
Just posted a photo @ Sydney, Australia https://t.co/gCwWZ7z3ps	1
My Coolum summit track @ Mount Coolum National Park https://t.co/1pTZ90LT05	5
"My favorite place 💙💙 @ Whitehaven Beach https://t.co/1m8bAH4mvv🍃🌺🌺🍃 @ Davies Creek Falls https://t.co/r8eYsf7P8PLa selva tropical más antigua del mundo 🐊 @ Daintree Rainforest https://t.co/GyM3J0m4IpThe great thing about traveling is the amazing people we meet along the way. 
I wish you all nothing but a lifetime… https://t.co/qwQ9r6pYBsBlessed to get to know these amazing people on this journey 🤩
5 incredible weeks in Cairns ♥️
PD: Some are missing… https://t.co/Wby2GRdOZd"	5
Stunning sunset at Yulara! #nt #australia #northernterritory #australia @ Yulara, Northern Territory https://t.co/QOFdOA1Mjn	12
JULIA - showcasing today at APAX online #4 @pacaustralia @steamworks with @noodleallen #apax2021… https://t.co/CEDVVeVcQh	8
"🦅🦅🦅 ❤🤴🏾 09.09.21
 
#CaptainKuda #Eagle #Smile #Happy #Blessed #Happy #Life #Seinheiser #Quay #Australia… https://t.co/8aTyZFqe2zJust posted a video @ Melbourne, Victoria, Australia https://t.co/U1HW7FuhcE"	4
Just posted a photo @ Burt Street Boulder https://t.co/MZMGiuq8aqJust posted a photo @ Kalgoorlie, Western Australia https://t.co/5Qvq5aD5fo	9
@benkanute came flying out of T1, so I was hammering the first 10-15 min to bridge the gap. Didn’t put on my second… https://t.co/DiW1509FUNFinish line feels 🔥 Photo by Chris Caldwell @ IRONMAN 70.3 World Championship https://t.co/0LZiR20F9S	5
chak ve leh hram e 😁 @ Somewhere under the Blue Sky https://t.co/3krMgpnOcU	-1
Great Father's Day spread by @monianesci (with a little help from @tokyotina_ ) @ Sunshine North https://t.co/Qk184julJN	3
"Are you planning on visiting a new place? 🚢 
#cruise #cruiseship #cruiselife #cruisetime #travel… https://t.co/ZPBS8EcjoY"	1
"Found the perfect spot on the beach today ! 

#letitallgo @ Swanbourne Nudist Beach https://t.co/ND1jXIDjizJust posted a video @ Cottesloe Beach https://t.co/3sPXcobRBtJust posted a video @ Adelaide Terrace Perth City https://t.co/xcWnqCEOOVThank you sooo much for coming the house to watch the sunset and the delicious Thai dinner. Great fun !! @ Perth, W… https://t.co/tw5w2vJCf3Just posted a photo @ Mundaring Wier https://t.co/qMk8gwmHBKJust posted a photo @ Langley Park https://t.co/WKDfwque5UYour littlest feet, make the biggest footprints in my heart.  
Watch out World , Baby Philippa has entered the grou… https://t.co/BrUDy1XuGlJust posted a video @ Kings Park and Botanic Garden https://t.co/491JslTMGvCheers 🥂 
In crust we trust 🍕 @ Tom's Italian https://t.co/enNc7vJ0kkFun movie &amp; loving all the casts ! 
Must watch 😜😜 @ Palace Cinemas https://t.co/p28tCGslwyDear Sir, 

Your application for International Travels is GRANTED ✅ (secretly hoping the ABF to disapprove the requ… https://t.co/i1ctr3HBhSJust posted a photo @ Perth International Airport - Departure https://t.co/KORvpU0YIEJust posted a photo @ Perth, Western Australia https://t.co/jFub6p25tU"	8
Awww 🥰 sweet memories 🏃🏽‍♀️. This was 6 years ago - year 2 😳 time is flying by too quickly ! @ Perth, Western Austr… https://t.co/TigJ28iy4GAwww 🥰 sweet memories 🏃🏽‍♀️. This was 6 years ago - year 2 😳 time is flying by too quickly ! @ Perth, Western Austr… https://t.co/Mxqt7hXYDF	8
Just posted a photo @ Sydney, Australia https://t.co/kXyL0MrRJk	1
"#NotTooShabby tonight 
#lakemacquarie #lakelife #sunset @ Coal Point https://t.co/swFLJNTIueLet this sink in… 
#belonging @ Coal Point https://t.co/LjXRM2kwyRCouldn’t wait and felt the sweet sour spot of pickles on the side made the burger tastier than the poor photography… https://t.co/PgcRAUDmz9Just posted a photo @ Coal Point https://t.co/RnKctp8U40Just posted a photo @ Coal Point https://t.co/pvFzRBspgf"	0
Just posted a photo @ BLVD https://t.co/SCDLkFQWjA	4
At Checkpoint/OK #inreach | Find me with inReach➜https://t.co/Cxnw8zjde2	11
Scaling new heights for our clients love of fishing. #frontdoor #install #lockup #architecture… https://t.co/cdc3thyXdjThe perfect day for the roof sheeting to be installed #galbamaanuphouse #newhouse #galbamaanup #lakeclaremont… https://t.co/mPqh3BxZ3COn a roll. #galbamaanuphouse #lakeclaremont #galbamaanup #newhouse #architecturewesternaustralia #architecturewa… https://t.co/VYOTaYJhuxFreewheeling without posts. #123house #newhouse #balcony #terrace #balustrade #nedlands #architecture… https://t.co/H8G1NP4Daq	8
enjoying Melbourne🇦🇺🇦🇺 @ Melbourne, Victoria, Australia https://t.co/5qUFY9MIZ8Mie bebes 😍🥰😘🧒🏻🐶 @ Melbourne, Victoria, Australia https://t.co/OrqjOPkjVi	3
Irritable Bowel Syndrome (IBS) can be relieved by a complex prebiotic that nourishes the entire microbiome … as die… https://t.co/knFcsKBbQVI eat healthy food ‘cos I love my body … hump day philosophy for us all 🌱🌱🌱 #healthyfood #humpday #kfibre #love… https://t.co/kxwCcJ7SJ4Just posted a photo @ Parramatta, New South Wales https://t.co/eK9G9NxNhzOne of these people is the shyest person in our company. This is a very very rare snap of her … say hi to Janine ev… https://t.co/C1UlGMNODoGood morning Australia! Wishing you fantastic health ahead for this week 🌱🌱🌱 @ Sydney, Australia https://t.co/39iypXgo9uJust posted a photo @ Sydney, Australia https://t.co/CDZA7v2quHSunny weekend lifestyle all the better when Kfibre is blended into your mocktails (or cocktails) 🍹 🍸 🍹 thanks to Mi… https://t.co/pxBmpnmAIrJust posted a photo @ Melbourne, Victoria, Australia https://t.co/waIUPub9ivJust posted a photo @ Melbourne, Victoria, Australia https://t.co/9D4R6hUdB9Just posted a video @ Concord, New South Wales, Australia https://t.co/AB8rqem2pjJust posted a video @ Sydney, Australia https://t.co/FkMrFhequZIf you missed Joanna’s FODMAP event this morning you can still watch the entire thing on our Facebook page! Here’s… https://t.co/P5tJZi9OW1Bright &amp; early! 🌱🌱🌱 Kfibre hit the streets in Concord at 7am with Michelle &amp; Jennifer on their morning walk 🌞 that’… https://t.co/CPC8zqUlz3Kickstart your gut health … your microbiome can start to improve in as little as 3-5 days 🌱🌱🌱 @ Sydney, Australia https://t.co/NqevKW2esa	3
#watrainingawards #watrainingawards2021 @collegeofelectricaltraining @ Crown Towers Perth https://t.co/wdWuuU6S9w	8
Great Time in Worship , the Word &amp; Fellowship at Calvary Albany today ❤️.. #churchparty @ Calvary Chapel Albany https://t.co/XA1X8tMAYW	9
Finally... first beer after a very long and full Friday.  #drinklocal - Drinking a Pale Ale by Jamieson Brewery @ T… https://t.co/d0hyNLKY1vDrink local - Drinking a Pale Ale by Strathbogie Brewing Company @ Glider City Hotel  — https://t.co/5bRbQpwOJ6	2
"In my own world 🌎 @ Hunter Valley Whitegoods https://t.co/SCwCjcPMUx💜Shoutout to my @meshehair hair mask for keeping my hair healthy, happy, and smooth (+ it smells AMAZING!)💜
Use cod… https://t.co/3fftsLHW2XMissing this feeling 💭 @ Smoky Cape Lighthouse https://t.co/s4HsqZBC7JQuick pic at the gate before lockdown ends and we can get out of jail 💀 @ Newcastle, New South Wales https://t.co/HbshkRNrhhBig decisions and exciting plans in the works for the end of 2021. We’re going out with a bang whether the universe… https://t.co/FceXYWq6If"	0
#perfection doesn’t exist only #beautifulmoments #raindropsonflowers #mymondays #wetdays @ Ovingham https://t.co/cwxrQdzKdJJust posted a photo @ Kaurna Country https://t.co/k4qFCb7MjlGetting #upcloseandpersonal with the #ground #mymondays @ Ovingham https://t.co/q7JoRuMzywA #beautiful #greenspider on my #workpants #spideronme #spidersofinstagram #spider #mylifeontuesdays @ Ovingham https://t.co/ilJN5wmL71#wednesdaywisdom #dontstumbledance #stumbleanddance #mywednesdayworld #ifyourlifewasamusical #whatisyourthemesong… https://t.co/AcoE0h3d1YGetting #close to new local #wildlife #galah #mywednesdayworld #australiannativebirds @ Ovingham https://t.co/yXMdBgBxBfBy responding with #empathy and #compassion, the #healing results affect all of us.. #listernwithanopenheart… https://t.co/hb7ZVlpZyX#patternsontheground #patterns #itsmyfridaypeeps @ Ovingham https://t.co/h6ZDz7UcCzJust posted a photo @ Kaurna Country https://t.co/gglHa5zX6tJust posted a photo @ Ovingham https://t.co/ILiuzUnEFqWhen you get the #cutest #movieposter sent to you @creativelifeofelliot you are #adorable #starwarsfan… https://t.co/HO7ZJktX5I#sitting having #mymorningcoffee and I see this #beautiful #weed on the ground #beautifuluglythings… https://t.co/vNZGuKNTd1#daymoon at #midday #moon #mymondays @ Ovingham https://t.co/J22BYwerFXI #love the #cloudformation this #afternoon I love how it is #covering the #sun just #alittle #mylifeontuesdays @ O… https://t.co/4vpuEWpvzX#microflowers #mylifeontuesdays @ Ovingham https://t.co/qquJWLH6kn#someone #hitchingaride on #mycar a #beautiful #monochrome #moth #mylifeontuesdays @ Ovingham https://t.co/t79YtDQ1axJust posted a photo @ Kaurna Country https://t.co/st9WWQ8iisJust posted a photo @ Kaurna Country https://t.co/cYrIlrxZgE#thisisaustralia #australiansigns #swoopingbirds #australiaspringtime #mywednesdayworld @ Ovingham https://t.co/6JIQr4ZRPxA #bee #landed on my #workpants #beeonme #beesofinstagram #spider #mywednesdayworld @ Ovingham https://t.co/NcsUilJRKa#wednesdaywisdom from #williamshakespeare #shakespearequotes #myquotablelife #musicislife #mywednesdayworld @ Kaurn… https://t.co/ZUB0xIOgkX#daymoon at #threeintheafternoon #moon #mythursdaystory @ Ovingham https://t.co/4FWWHXCIKC#beautifuluglythings #floweringweed #itsmyfridaypeeps #yellowflowers @ Ovingham https://t.co/VkL33nOhFHI #cut my #longhair #newlook  #meonsundays @ Port Adelaide, South Australia https://t.co/vaRRi0PtwmI’d hate to be bitten by this ant #ants #antsofinstagram #wildlife #mylifeontuesdays @ Ovingham https://t.co/fkRrDfpk3R#today #flowers #bees and #grassseeds #mythursdaystory @ Ovingham https://t.co/P1ZIBchrHy#beautifuluglythings #wishorweed #mymondays @ Kaurna Country https://t.co/2rVVRgcwoO#thingsontheground #nut #hardware #mymondays @ Ovingham https://t.co/16UKgAI99z#bottlebrushflowers and #bees in the #morningsunshine #australiannativeflowers #nobeesnome #mywednesdayworld @ Ovin… https://t.co/5mezAFqh1LThese colours #rosella #australiannativebirds #mylifeontuesdays @ Ovingham https://t.co/p1K5BD2eGB#waterstain #buntingflag #mylifeontuesdays @ Ovingham https://t.co/yhzr9kmRi0Just posted a photo @ Kaurna Country https://t.co/sGzb6WJ1PbJust posted a photo @ Kaurna Country https://t.co/QCbgOLNhp1I somehow #liveintheseboots I just don’t know how #steelcapboots for a #fashionista… https://t.co/cwvcuPWvTY	7
"Lots of #pop and #colour in the #garden this #morning 
#flower #bee @ Corinda, Queensland, Australia https://t.co/sVDjJYlN33#spring #sunrise @ Sherwood https://t.co/MfBCftVGvaHappy US National Drink A Beer Day
#drinkabeer #nationaldrinkabeerday @ Sherwood https://t.co/g1FaF4xx43"	4
"Eu e ele… 💙❤️

E a Mamãe? Perguntaria você. 

A mamãe está muito feliz em tirar essa foto que tentou com ela 200 ve… https://t.co/7HQwg0mx9n"	1
Just posted a photo @ George &amp; Allen https://t.co/tjWuL3KdYJ	1
Just posted a photo @ MTV Cribs! https://t.co/0ojieJObee	10
Just posted a photo @ Melbourne, Victoria, Australia https://t.co/R7vR0aKGgA	3
Just posted a video @ Farmers Markets https://t.co/ogAdGLU0hE	0
Just posted a photo @ Glen Waverley Football Netball Club https://t.co/vVHvZd7VRhJust posted a photo @ Glen Waverley Football Netball Club https://t.co/wdA9QCac9yJust posted a photo @ Glen Waverley Football Netball Club https://t.co/XX1q6BjlZSJust posted a photo @ Glen Waverley Football Netball Club https://t.co/xehOfwYVCIJust posted a video @ Mercedes-Benz Waverley https://t.co/czSeIKFo7b	3
"Lovely lunch at Boo's 
Place Lakeside....now in our bellies , yummo. @ Boo's Place Lakeside https://t.co/7wcbSQvpjkYou can now find out products in the wonderful newly opened Sea Lake Tourist information centre, shop and art galle… https://t.co/vuSUgKuCiW"	2
Just posted a photo @ James Turrell Within Without https://t.co/D4XHCXyjdA	14
We played minigolf! Everybody had fun!! Holiday family outing success!!! 😅 @ Putters Adventure Golf https://t.co/KuIvrPq9pD	10
#PerthWeather #FathersDay2021 @ Midland, Western Australia https://t.co/lc14Bqp7ZQ#PerthWeather @ Midland, Western Australia https://t.co/vgxUcJqPnI	8
Just posted a photo @ Charlotte Plains https://t.co/N4rjFi9D4LGreat to open @goodweekendmag last Saturday and see my long awaited for Two of Us interview with @authorkyliescott… https://t.co/59iRB1qUKvJust posted a photo @ Charlotte Plains https://t.co/1WIcEgCByY	5
I made cheese today #ricotta #teambonding #nearmap @ Bowral, New South Wales https://t.co/wcMOebz9rz	0
Just posted a photo @ Melbourne, Victoria, Australia https://t.co/E9qSQuykcv	3
Just posted a photo @ Mullummac https://t.co/kvmkKN6sbT	0
"Strong and boozy. Feel the power - Drinking a Campfire Red IPA by @holgatebeer @ Whitegum Farm  — https://t.co/K7sW3VLdLKA great starter - Drinking a Big Phat N Red by Phat Brew Club @ Collective Rockingham  — https://t.co/jp3t70DKL6The bees knees here yo!

Tastes better than it should - Drinking a Punk IPA by @BrewDog @ The Pipers Inn  — https://t.co/TmNJ0kFL1fToasty!!! - Drinking a Festbiere 2021 by Artisan Brewing  @ Collective Rockingham  — https://t.co/cmmXJUQFvTHoptabulous with smoked back end. - Drinking a B.F.H. by @FeralBrewing @ Collective Rockingham  — https://t.co/kamLLzModS"	9
Just posted a photo @ Cascades Track, Garigal National Park https://t.co/wEGGRHxpVKJust posted a photo @ Terry's Creek And Bushland https://t.co/0YDaxNwXI0Just posted a photo @ Epping, New South Wales https://t.co/qrISN0SPGo	1
Just posted a photo @ Sunshine Coast, Queensland https://t.co/voXSCPCqTg	5
Just posted a photo @ Crib Point, Victoria, Australia https://t.co/SdM4abTnWb	3
#nofilter #outourbackdoor #tregtilyouaredead @ Double Island Point Conservation Park https://t.co/1G7FEwRgRw#outourbackdoor #tregtilyourdead #seqforrestbathing @ Freshwater Lake Camp Site https://t.co/v0MEk5S9HG	5
We're hiring! Click to apply: Project Manager - Isolation Valves - https://t.co/gJod9tiNcB #Engineering #Brisbane, QLD	4
"Sunday spring afternoon walk before the rain 🌸🦆🌦🌿

#sunday #exercise #localarea #parramattaLGA #westmead… https://t.co/4p38ervM8vSpring is here 🌿🌸🌼🌱🌺

Wisteria Gardens - Parramatta Park

#spring #sunnyday #parramattapark #wisteriagardens… https://t.co/FHlpHOVhtiSpring is here 🌿🌸🌼🌱🌺

Wisteria Gardens - Parramatta Park

#spring #sunnyday #parramattapark #wisteriagardens… https://t.co/vcmsErjPF0Just posted a photo @ Westmead, New South Wales https://t.co/WSflZuzq8oGoing through photos from my SLR , I found this shot from last nights 09/09/21 crescent moon🌙 🌅 

#sunset #moon… https://t.co/KGH94gxrROJust posted a photo @ Parramatta Park Wisteria Gardens https://t.co/WrfHK7J270Stunning day &amp; summer like temperatures to get out in my LGA for a walk and explore lake Parramatta. 

#exercise… https://t.co/kjzQus80zjJust posted a photo @ Sydney, Australia https://t.co/amvUGmsPNRJust posted a photo @ Parramatta Park Wisteria Gardens https://t.co/CLATNrRf7lJust posted a photo @ Sydney, Australia https://t.co/vDEXSvwI2oTonight’s  fiery sunset 🌅 🔥🔥 Mother Nature putting on another show 😍 

#spring #sunset #sydney #balconyview… https://t.co/xvMskOHyLcJust posted a photo @ Westmead, New South Wales https://t.co/HGgXhgj8EjJust posted a photo @ Sydney, Australia https://t.co/wB3FEXk3bw"	1
I'm at 99% in Mount Waverley, VIC https://t.co/qSrHV78JSp https://t.co/Go8EmyeqTh	3
Found my car @ Rosebery, New South Wales, Australia https://t.co/3wzsIy9SjGJust posted a photo @ Sydney, Australia https://t.co/LHWRBLVjZ3Just posted a photo @ Sydney, Australia https://t.co/3L47Tk2nVS	1
